FROM_ZIP_CODE	TO_ZIP_CODE	TRANSIT_TIME
60128	75007	1
77100	75007	1
78450	75007	1
60810	75007	1
77126	75007	1
77970	75007	1
60870	75007	1
27600	75007	1
78950	75007	1
91170	75007	1
77183	75007	1
77174	75007	1
77940	75007	1
78790	75007	1
91290	75007	1
78120	75007	1
77280	75007	1
91650	75007	1
91550	75007	1
95670	75007	1
91840	75007	1
77150	75007	1
28300	75007	1
75018	75007	1
95810	75007	1
27120	75007	1
91260	75007	1
75017	75007	1
77440	75007	1
92420	75007	1
91350	75007	1
77670	75007	1
78290	75007	1
27640	75007	1
93330	75007	1
77470	75007	1
94340	75007	1
93320	75007	1
92430	75007	1
77122	75007	1
91680	75007	1
77380	75007	1
95540	75007	1
94440	75007	1
28310	75007	1
92120	75007	1
78470	75007	1
77148	75007	1
95510	75007	1
92600	75007	1
60500	75007	1
92700	75007	1
95440	75007	1
28150	75007	1
91480	75007	1
94230	75007	1
77450	75007	1
78350	75007	1
27430	75007	1
78121	75007	1
28410	75007	1
78700	75007	1
95520	75007	1
95160	75007	1
95390	75007	1
91150	75007	1
27650	75007	1
60580	75007	1
28190	75007	1
77680	75007	1
77111	75007	1
95760	75007	1
93110	75007	1
77870	75007	1
77260	75007	1
95800	75007	1
91250	75007	1
78690	75007	1
45380	75007	1
27950	75007	1
92240	75007	1
93440	75007	1
95350	75007	1
27320	75007	1
27100	75007	1
27920	75007	1
78250	75007	1
75020	75007	1
93300	75007	1
95380	75007	1
75002	75007	1
78640	75007	1
94410	75007	1
60530	75007	1
78750	75007	1
94420	75007	1
77310	75007	1
75001	75007	1
60100	75007	1
77124	75007	1
95340	75007	1
77920	75007	1
77270	75007	1
95220	75007	1
93260	75007	1
78960	75007	1
91090	75007	1
75016	75007	1
92250	75007	1
94200	75007	1
91370	75007	1
93420	75007	1
27750	75007	1
45480	75007	1
27870	75007	1
95200	75007	1
77820	75007	1
77360	75007	1
60330	75007	1
91580	75007	1
78840	75007	1
95830	75007	1
78860	75007	1
91460	75007	1
27940	75007	1
78126	75007	1
78870	75007	1
91340	75007	1
78300	75007	1
91310	75007	1
77140	75007	1
91300	75007	1
77165	75007	1
92330	75007	1
77173	75007	1
94600	75007	1
75007	75007	1
28350	75007	1
78113	75007	1
78730	75007	1
60160	75007	1
95140	75007	1
60230	75007	1
60540	75007	1
77166	75007	1
77167	75007	1
78660	75007	1
95630	75007	1
78890	75007	1
94320	75007	1
91850	75007	1
95270	75007	1
45330	75007	1
91890	75007	1
78117	75007	1
77515	75007	1
28130	75007	1
91600	75007	1
45140	75007	1
94490	75007	1
77780	75007	1
94380	75007	1
94300	75007	1
78770	75007	1
60520	75007	1
27930	75007	1
28600	75007	1
60175	75007	1
93410	75007	1
78810	75007	1
77420	75007	1
93460	75007	1
78720	75007	1
94130	75007	1
78310	75007	1
92100	75007	1
91670	75007	1
28100	75007	1
60119	75007	1
77640	75007	1
78970	75007	1
92230	75007	1
77720	75007	1
77181	75007	1
78160	75007	1
78710	75007	1
91530	75007	1
91230	75007	1
78760	75007	1
95640	75007	1
60790	75007	1
91410	75007	1
28360	75007	1
78590	75007	1
92270	75007	1
77460	75007	1
94470	75007	1
78380	75007	1
91940	75007	1
45390	75007	1
95150	75007	1
78940	75007	1
95840	75007	1
92370	75007	1
78520	75007	1
91470	75007	1
93390	75007	1
95410	75007	1
91620	75007	1
77890	75007	1
91540	75007	1
91430	75007	1
60460	75007	1
45800	75007	1
92500	75007	1
95470	75007	1
95820	75007	1
78410	75007	1
78124	75007	1
93250	75007	1
91390	75007	1
91100	75007	1
60440	75007	1
60820	75007	1
77190	75007	1
27400	75007	1
93240	75007	1
94360	75007	1
91710	75007	1
77176	75007	1
91820	75007	1
95360	75007	1
95780	75007	1
75015	75007	1
60173	75007	1
45770	75007	1
94500	75007	1
28630	75007	1
78480	75007	1
95850	75007	1
91190	75007	1
77830	75007	1
77200	75007	1
28160	75007	1
91200	75007	1
78490	75007	1
91320	75007	1
27340	75007	1
78570	75007	1
27200	75007	1
60340	75007	1
27490	75007	1
60740	75007	1
78110	75007	1
95740	75007	1
75009	75007	1
91420	75007	1
77340	75007	1
77600	75007	1
91860	75007	1
95190	75007	1
95560	75007	1
95000	75007	1
77400	75007	1
95870	75007	1
77330	75007	1
77130	75007	1
77170	75007	1
91760	75007	1
60950	75007	1
91930	75007	1
95680	75007	1
78530	75007	1
93400	75007	1
94110	75007	1
94160	75007	1
27540	75007	1
93340	75007	1
27570	75007	1
91510	75007	1
77710	75007	1
78990	75007	1
95110	75007	1
93210	75007	1
78130	75007	1
60240	75007	1
78000	75007	1
95210	75007	1
28320	75007	1
78670	75007	1
78240	75007	1
27630	75007	1
94390	75007	1
75004	75007	1
77135	75007	1
92210	75007	1
45210	75007	1
78400	75007	1
94000	75007	1
91270	75007	1
77131	75007	1
78330	75007	1
91730	75007	1
78920	75007	1
91610	75007	1
77880	75007	1
78930	75007	1
92400	75007	1
91800	75007	1
95290	75007	1
93160	75007	1
78112	75007	1
91240	75007	1
60149	75007	1
27420	75007	1
27000	75007	1
95420	75007	1
77000	75007	1
95450	75007	1
94880	75007	1
60260	75007	1
94170	75007	1
93230	75007	1
78850	75007	1
91380	75007	1
78440	75007	1
94270	75007	1
93450	75007	1
95660	75007	1
75014	75007	1
78320	75007	1
91450	75007	1
78680	75007	1
94350	75007	1
95300	75007	1
77810	75007	1
91630	75007	1
95280	75007	1
78460	75007	1
77186	75007	1
91520	75007	1
78630	75007	1
78100	75007	1
75006	75007	1
78550	75007	1
27780	75007	1
78540	75007	1
77118	75007	1
95530	75007	1
92200	75007	1
92260	75007	1
94400	75007	1
77177	75007	1
94480	75007	1
27530	92100	1
27510	92100	1
93270	92100	1
77123	92100	1
93290	92100	1
77480	92100	1
91690	92100	1
91000	92100	1
75003	92100	1
95490	92100	1
94100	92100	1
78125	92100	1
95620	92100	1
92410	92100	1
93380	92100	1
78800	92100	1
77133	92100	1
94140	92100	1
91570	92100	1
91490	92100	1
94370	92100	1
45170	92100	1
94290	92100	1
77300	92100	1
28170	92100	1
91720	92100	1
92340	92100	1
77127	92100	1
78390	92100	1
91750	92100	1
92320	92100	1
78280	92100	1
91560	92100	1
77500	92100	1
91130	92100	1
78270	92100	1
28230	92100	1
77590	92100	1
91870	92100	1
95170	92100	1
77184	92100	1
77430	92100	1
93600	92100	1
92800	92100	1
27240	92100	1
92170	92100	1
60110	92100	1
77139	92100	1
92360	92100	1
94190	92100	1
94550	92100	1
95750	92100	1
75116	92100	1
91440	92100	1
60300	92100	1
91780	92100	1
91740	92100	1
77610	92100	1
91080	92100	1
75019	92100	1
77290	92100	1
77220	92100	1
28120	92100	1
78150	92100	1
78230	92100	1
95570	92100	1
78370	92100	1
27220	92100	1
27710	92100	1
28260	92100	1
45310	92100	1
95580	92100	1
78740	92100	1
91700	92100	1
92380	92100	1
28700	92100	1
27180	92100	1
77540	92100	1
78510	92100	1
95690	92100	1
95250	92100	1
78430	92100	1
77690	92100	1
78180	92100	1
91910	92100	1
94800	92100	1
92310	92100	1
77350	92100	1
77141	92100	1
77154	92100	1
77115	92100	1
93220	92100	1
77950	92100	1
95330	92100	1
95230	92100	1
45400	92100	1
92150	92100	1
27770	92100	1
77630	92100	1
77620	92100	1
78650	92100	1
78980	92100	1
78140	92100	1
60730	92100	1
78600	92100	1
77930	92100	1
95600	92100	1
94210	92100	1
77230	92100	1
77910	92100	1
94450	92100	1
77390	92100	1
95240	92100	1
75005	92100	1
93350	92100	1
78610	92100	1
28380	92100	1
93120	92100	1
91120	92100	1
28800	92100	1
95120	92100	1
91180	92100	1
78111	92100	1
92140	92100	1
78340	92100	1
95130	92100	1
95720	92100	1
91210	92100	1
78910	92100	1
91070	92100	1
78711	92100	1
94520	92100	1
77164	92100	1
91770	92100	1
77850	92100	1
77760	92100	1
91790	92100	1
91220	92100	1
94250	92100	1
77660	92100	1
77178	92100	1
77185	92100	1
78220	92100	1
45680	92100	1
94460	92100	1
78955	92100	1
45760	92100	1
95710	92100	1
75011	92100	1
78830	92100	1
93360	92100	1
77163	92100	1
95610	92100	1
94430	92100	1
95500	92100	1
94120	92100	1
94260	92100	1
78260	92100	1
94510	92100	1
92130	92100	1
77580	92100	1
91360	92100	1
93000	92100	1
93200	92100	1
91810	92100	1
94700	92100	1
45520	92100	1
93500	92100	1
91400	92100	1
91830	92100	1
77550	92100	1
95430	92100	1
92350	92100	1
95180	92100	1
94220	92100	1
92220	92100	1
28110	92100	1
95650	92100	1
93100	92100	1
92000	92100	1
93170	92100	1
77144	92100	1
91160	92100	1
91640	92100	1
92110	92100	1
77090	92100	1
77990	92100	1
93800	92100	1
78420	92100	1
78620	92100	1
95260	92100	1
77860	92100	1
28270	92100	1
75008	92100	1
94150	92100	1
95460	92100	1
95550	92100	1
95770	92100	1
78200	92100	1
27620	92100	1
93150	92100	1
94240	92100	1
77410	92100	1
95400	92100	1
95590	92100	1
77370	92100	1
95320	92100	1
78500	92100	1
45410	92100	1
78360	92100	1
60560	92100	1
91590	92100	1
89690	92100	1
91880	92100	1
28140	92100	1
91330	92100	1
92160	92100	1
75012	92100	1
95310	92100	1
93370	92100	1
95100	92100	1
78580	92100	1
95480	92100	1
92300	92100	1
93130	92100	1
93430	92100	1
93470	92100	1
93310	92100	1
93140	92100	1
78170	92100	1
77250	92100	1
60570	92100	1
91660	92100	1
78560	92100	1
78114	92100	1
77240	92100	1
78780	92100	1
78210	92100	1
60430	92100	1
95370	92100	1
28210	92100	1
27730	92100	1
77700	92100	1
91280	92100	1
93190	92100	1
60290	92100	1
75013	92100	1
78820	92100	1
28500	92100	1
92290	92100	1
91140	92100	1
95880	92100	1
92190	92100	1
27810	92100	1
78190	92100	1
28000	92100	1
77210	92100	1
92390	92100	1
45700	92100	1
77520	92100	1
77570	92100	1
93700	92100	1
95700	92100	1
94310	92100	1
60128	92100	1
77100	92100	1
78450	92100	1
60810	92100	1
77126	92100	1
77970	92100	1
60870	92100	1
27600	92100	1
78950	92100	1
91170	92100	1
77183	92100	1
77174	92100	1
77940	92100	1
78790	92100	1
91290	92100	1
78120	92100	1
77280	92100	1
91650	92100	1
91550	92100	1
95670	92100	1
91840	92100	1
77150	92100	1
28300	92100	1
75018	92100	1
95810	92100	1
27120	92100	1
91260	92100	1
75017	92100	1
77440	92100	1
92420	92100	1
91350	92100	1
77670	92100	1
78290	92100	1
27640	92100	1
93330	92100	1
77470	92100	1
94340	92100	1
93320	92100	1
92430	92100	1
77122	92100	1
91680	92100	1
77380	92100	1
95540	92100	1
94440	92100	1
28310	92100	1
92120	92100	1
78470	92100	1
77148	92100	1
95510	92100	1
92600	92100	1
60500	92100	1
92700	92100	1
95440	92100	1
28150	92100	1
91480	92100	1
94230	92100	1
77450	92100	1
78350	92100	1
27430	92100	1
78121	92100	1
28410	92100	1
78700	92100	1
95520	92100	1
95160	92100	1
95390	92100	1
91150	92100	1
27650	92100	1
60580	92100	1
28190	92100	1
77680	92100	1
77111	92100	1
95760	92100	1
93110	92100	1
77870	92100	1
77260	92100	1
95800	92100	1
91250	92100	1
78690	92100	1
45380	92100	1
27950	92100	1
92240	92100	1
93440	92100	1
95350	92100	1
27320	92100	1
27100	92100	1
27920	92100	1
78250	92100	1
75020	92100	1
93300	92100	1
95380	92100	1
75002	92100	1
78640	92100	1
94410	92100	1
60530	92100	1
78750	92100	1
94420	92100	1
77310	92100	1
75001	92100	1
60100	92100	1
77124	92100	1
95340	92100	1
77920	92100	1
77270	92100	1
95220	92100	1
93260	92100	1
78960	92100	1
91090	92100	1
75016	92100	1
92250	92100	1
94200	92100	1
91370	92100	1
93420	92100	1
27750	92100	1
45480	92100	1
27870	92100	1
95200	92100	1
77820	92100	1
77360	92100	1
60330	92100	1
91580	92100	1
78840	92100	1
95830	92100	1
78860	92100	1
91460	92100	1
27940	92100	1
78126	92100	1
78870	92100	1
91340	92100	1
78300	92100	1
91310	92100	1
77140	92100	1
91300	92100	1
77165	92100	1
92330	92100	1
77173	92100	1
94600	92100	1
75007	92100	1
28350	92100	1
78113	92100	1
78730	92100	1
60160	92100	1
95140	92100	1
60230	92100	1
60540	92100	1
77166	92100	1
77167	92100	1
78660	92100	1
95630	92100	1
78890	92100	1
94320	92100	1
91850	92100	1
95270	92100	1
45330	92100	1
91890	92100	1
78117	92100	1
77515	92100	1
28130	92100	1
91600	92100	1
45140	92100	1
94490	92100	1
77780	92100	1
94380	92100	1
94300	92100	1
78770	92100	1
60520	92100	1
27930	92100	1
28600	92100	1
60175	92100	1
93410	92100	1
78810	92100	1
77420	92100	1
93460	92100	1
78720	92100	1
94130	92100	1
78310	92100	1
92100	92100	1
91670	92100	1
28100	92100	1
60119	92100	1
77640	92100	1
78970	92100	1
92230	92100	1
77720	92100	1
77181	92100	1
78160	92100	1
78710	92100	1
91530	92100	1
91230	92100	1
78760	92100	1
95640	92100	1
60790	92100	1
91410	92100	1
28360	92100	1
78590	92100	1
92270	92100	1
77460	92100	1
94470	92100	1
78380	92100	1
91940	92100	1
45390	92100	1
95150	92100	1
78940	92100	1
95840	92100	1
92370	92100	1
78520	92100	1
91470	92100	1
93390	92100	1
95410	92100	1
91620	92100	1
77890	92100	1
91540	92100	1
91430	92100	1
60460	92100	1
45800	92100	1
92500	92100	1
95470	92100	1
95820	92100	1
78410	92100	1
78124	92100	1
93250	92100	1
91390	92100	1
91100	92100	1
60440	92100	1
60820	92100	1
77190	92100	1
27400	92100	1
93240	92100	1
94360	92100	1
91710	92100	1
77176	92100	1
91820	92100	1
95360	92100	1
95780	92100	1
75015	92100	1
60173	92100	1
45770	92100	1
94500	92100	1
28630	92100	1
78480	92100	1
95850	92100	1
91190	92100	1
77830	92100	1
77200	92100	1
28160	92100	1
91200	92100	1
78490	92100	1
91320	92100	1
27340	92100	1
78570	92100	1
27200	92100	1
60340	92100	1
27490	92100	1
60740	92100	1
78110	92100	1
95740	92100	1
75009	92100	1
91420	92100	1
77340	92100	1
77600	92100	1
91860	92100	1
95190	92100	1
95560	92100	1
95000	92100	1
77400	92100	1
95870	92100	1
77330	92100	1
77130	92100	1
77170	92100	1
91760	92100	1
60950	92100	1
91930	92100	1
95680	92100	1
78530	92100	1
93400	92100	1
94110	92100	1
94160	92100	1
27540	92100	1
93340	92100	1
27570	92100	1
91510	92100	1
77710	92100	1
78990	92100	1
95110	92100	1
93210	92100	1
78130	92100	1
60240	92100	1
78000	92100	1
95210	92100	1
28320	92100	1
78670	92100	1
78240	92100	1
27630	92100	1
94390	92100	1
75004	92100	1
77135	92100	1
92210	92100	1
45210	92100	1
78400	92100	1
94000	92100	1
91270	92100	1
77131	92100	1
78330	92100	1
91730	92100	1
78920	92100	1
91610	92100	1
77880	92100	1
78930	92100	1
92400	92100	1
91800	92100	1
95290	92100	1
93160	92100	1
78112	92100	1
91240	92100	1
60149	92100	1
27420	92100	1
27000	92100	1
95420	92100	1
77000	92100	1
95450	92100	1
94880	92100	1
60260	92100	1
94170	92100	1
93230	92100	1
78850	92100	1
91380	92100	1
78440	92100	1
94270	92100	1
93450	92100	1
95660	92100	1
75014	92100	1
78320	92100	1
91450	92100	1
78680	92100	1
94350	92100	1
95300	92100	1
77810	92100	1
91630	92100	1
95280	92100	1
78460	92100	1
77186	92100	1
91520	92100	1
78630	92100	1
78100	92100	1
75006	92100	1
78550	92100	1
27780	92100	1
78540	92100	1
77118	92100	1
95530	92100	1
92200	92100	1
92260	92100	1
94400	92100	1
77177	92100	1
94480	92100	1
27530	78112	1
27510	78112	1
93270	78112	1
77123	78112	1
93290	78112	1
77480	78112	1
91690	78112	1
91000	78112	1
75003	78112	1
95490	78112	1
94100	78112	1
78125	78112	1
95620	78112	1
92410	78112	1
93380	78112	1
78800	78112	1
77133	78112	1
94140	78112	1
91570	78112	1
91490	78112	1
94370	78112	1
45170	78112	1
94290	78112	1
77300	78112	1
28170	78112	1
91720	78112	1
92340	78112	1
77127	78112	1
78390	78112	1
91750	78112	1
92320	78112	1
78280	78112	1
91560	78112	1
77500	78112	1
91130	78112	1
78270	78112	1
28230	78112	1
77590	78112	1
91870	78112	1
95170	78112	1
77184	78112	1
77430	78112	1
93600	78112	1
92800	78112	1
27240	78112	1
92170	78112	1
60110	78112	1
77139	78112	1
92360	78112	1
94190	78112	1
94550	78112	1
95750	78112	1
75116	78112	1
91440	78112	1
60300	78112	1
91780	78112	1
91740	78112	1
77610	78112	1
91080	78112	1
75019	78112	1
77290	78112	1
77220	78112	1
28120	78112	1
78150	78112	1
78230	78112	1
95570	78112	1
78370	78112	1
27220	78112	1
27710	78112	1
28260	78112	1
45310	78112	1
95580	78112	1
78740	78112	1
91700	78112	1
92380	78112	1
28700	78112	1
27180	78112	1
77540	78112	1
78510	78112	1
95690	78112	1
95250	78112	1
78430	78112	1
77690	78112	1
78180	78112	1
91910	78112	1
94800	78112	1
92310	78112	1
77350	78112	1
77141	78112	1
77154	78112	1
77115	78112	1
93220	78112	1
77950	78112	1
95330	78112	1
95230	78112	1
45400	78112	1
92150	78112	1
27770	78112	1
77630	78112	1
77620	78112	1
78650	78112	1
78980	78112	1
78140	78112	1
60730	78112	1
78600	78112	1
77930	78112	1
95600	78112	1
94210	78112	1
77230	78112	1
77910	78112	1
94450	78112	1
77390	78112	1
95240	78112	1
75005	78112	1
93350	78112	1
78610	78112	1
28380	78112	1
93120	78112	1
91120	78112	1
28800	78112	1
95120	78112	1
91180	78112	1
78111	78112	1
92140	78112	1
78340	78112	1
95130	78112	1
95720	78112	1
91210	78112	1
78910	78112	1
91070	78112	1
78711	78112	1
94520	78112	1
77164	78112	1
91770	78112	1
77850	78112	1
77760	78112	1
91790	78112	1
91220	78112	1
94250	78112	1
77660	78112	1
77178	78112	1
77185	78112	1
78220	78112	1
45680	78112	1
94460	78112	1
78955	78112	1
45760	78112	1
95710	78112	1
75011	78112	1
78830	78112	1
93360	78112	1
77163	78112	1
95610	78112	1
94430	78112	1
95500	78112	1
94120	78112	1
94260	78112	1
78260	78112	1
94510	78112	1
92130	78112	1
77580	78112	1
91360	78112	1
93000	78112	1
93200	78112	1
91810	78112	1
94700	78112	1
45520	78112	1
93500	78112	1
91400	78112	1
91830	78112	1
77550	78112	1
95430	78112	1
92350	78112	1
95180	78112	1
94220	78112	1
92220	78112	1
28110	78112	1
95650	78112	1
93100	78112	1
92000	78112	1
93170	78112	1
77144	78112	1
91160	78112	1
91640	78112	1
92110	78112	1
77090	78112	1
77990	78112	1
93800	78112	1
78420	78112	1
78620	78112	1
95260	78112	1
77860	78112	1
28270	78112	1
75008	78112	1
94150	78112	1
95460	78112	1
95550	78112	1
95770	78112	1
78200	78112	1
27620	78112	1
93150	78112	1
94240	78112	1
77410	78112	1
95400	78112	1
95590	78112	1
77370	78112	1
95320	78112	1
78500	78112	1
45410	78112	1
78360	78112	1
60560	78112	1
91590	78112	1
89690	78112	1
91880	78112	1
28140	78112	1
91330	78112	1
92160	78112	1
75012	78112	1
95310	78112	1
93370	78112	1
95100	78112	1
78580	78112	1
95480	78112	1
92300	78112	1
93130	78112	1
93430	78112	1
93470	78112	1
93310	78112	1
93140	78112	1
78170	78112	1
77250	78112	1
60570	78112	1
91660	78112	1
78560	78112	1
78114	78112	1
77240	78112	1
78780	78112	1
78210	78112	1
60430	78112	1
95370	78112	1
28210	78112	1
27730	78112	1
77700	78112	1
91280	78112	1
93190	78112	1
60290	78112	1
75013	78112	1
78820	78112	1
28500	78112	1
92290	78112	1
91140	78112	1
95880	78112	1
92190	78112	1
27810	78112	1
78190	78112	1
28000	78112	1
77210	78112	1
92390	78112	1
45700	78112	1
77520	78112	1
77570	78112	1
93700	78112	1
95700	78112	1
94310	78112	1
60128	78112	1
77100	78112	1
78450	78112	1
60810	78112	1
77126	78112	1
77970	78112	1
60870	78112	1
27600	78112	1
78950	78112	1
91170	78112	1
77183	78112	1
77174	78112	1
77940	78112	1
78790	78112	1
91290	78112	1
78120	78112	1
77280	78112	1
91650	78112	1
91550	78112	1
95670	78112	1
91840	78112	1
77150	78112	1
28300	78112	1
75018	78112	1
95810	78112	1
27120	78112	1
91260	78112	1
75017	78112	1
77440	78112	1
92420	78112	1
91350	78112	1
77670	78112	1
78290	78112	1
27640	78112	1
93330	78112	1
77470	78112	1
94340	78112	1
93320	78112	1
92430	78112	1
77122	78112	1
91680	78112	1
77380	78112	1
95540	78112	1
94440	78112	1
28310	78112	1
92120	78112	1
78470	78112	1
77148	78112	1
95510	78112	1
92600	78112	1
60500	78112	1
92700	78112	1
95440	78112	1
28150	78112	1
91480	78112	1
94230	78112	1
77450	78112	1
78350	78112	1
27430	78112	1
78121	78112	1
28410	78112	1
78700	78112	1
95520	78112	1
95160	78112	1
95390	78112	1
91150	78112	1
27650	78112	1
60580	78112	1
28190	78112	1
77680	78112	1
77111	78112	1
95760	78112	1
93110	78112	1
77870	78112	1
77260	78112	1
95800	78112	1
91250	78112	1
78690	78112	1
45380	78112	1
27950	78112	1
92240	78112	1
93440	78112	1
95350	78112	1
27320	78112	1
27100	78112	1
27920	78112	1
78250	78112	1
75020	78112	1
93300	78112	1
95380	78112	1
75002	78112	1
78640	78112	1
94410	78112	1
60530	78112	1
78750	78112	1
94420	78112	1
77310	78112	1
75001	78112	1
60100	78112	1
77124	78112	1
95340	78112	1
77920	78112	1
77270	78112	1
95220	78112	1
93260	78112	1
78960	78112	1
91090	78112	1
75016	78112	1
92250	78112	1
94200	78112	1
91370	78112	1
93420	78112	1
27750	78112	1
45480	78112	1
27870	78112	1
95200	78112	1
77820	78112	1
77360	78112	1
60330	78112	1
91580	78112	1
78840	78112	1
95830	78112	1
78860	78112	1
91460	78112	1
27940	78112	1
78126	78112	1
78870	78112	1
91340	78112	1
78300	78112	1
91310	78112	1
77140	78112	1
91300	78112	1
77165	78112	1
92330	78112	1
77173	78112	1
94600	78112	1
75007	78112	1
28350	78112	1
78113	78112	1
78730	78112	1
60160	78112	1
95140	78112	1
60230	78112	1
60540	78112	1
77166	78112	1
77167	78112	1
78660	78112	1
95630	78112	1
78890	78112	1
94320	78112	1
91850	78112	1
95270	78112	1
45330	78112	1
91890	78112	1
78117	78112	1
77515	78112	1
28130	78112	1
91600	78112	1
45140	78112	1
94490	78112	1
77780	78112	1
94380	78112	1
94300	78112	1
78770	78112	1
60520	78112	1
27930	78112	1
28600	78112	1
60175	78112	1
93410	78112	1
78810	78112	1
77420	78112	1
93460	78112	1
78720	78112	1
94130	78112	1
78310	78112	1
92100	78112	1
91670	78112	1
28100	78112	1
60119	78112	1
77640	78112	1
78970	78112	1
92230	78112	1
77720	78112	1
77181	78112	1
78160	78112	1
78710	78112	1
91530	78112	1
91230	78112	1
78760	78112	1
95640	78112	1
60790	78112	1
91410	78112	1
28360	78112	1
78590	78112	1
92270	78112	1
77460	78112	1
94470	78112	1
78380	78112	1
91940	78112	1
45390	78112	1
95150	78112	1
78940	78112	1
95840	78112	1
92370	78112	1
78520	78112	1
91470	78112	1
93390	78112	1
95410	78112	1
91620	78112	1
77890	78112	1
91540	78112	1
91430	78112	1
60460	78112	1
45800	78112	1
92500	78112	1
95470	78112	1
95820	78112	1
78410	78112	1
78124	78112	1
93250	78112	1
91390	78112	1
91100	78112	1
60440	78112	1
60820	78112	1
77190	78112	1
27400	78112	1
93240	78112	1
94360	78112	1
91710	78112	1
77176	78112	1
91820	78112	1
95360	78112	1
95780	78112	1
75015	78112	1
60173	78112	1
45770	78112	1
94500	78112	1
28630	78112	1
78480	78112	1
95850	78112	1
91190	78112	1
77830	78112	1
77200	78112	1
28160	78112	1
91200	78112	1
78490	78112	1
91320	78112	1
27340	78112	1
78570	78112	1
27200	78112	1
60340	78112	1
27490	78112	1
60740	78112	1
78110	78112	1
95740	78112	1
75009	78112	1
91420	78112	1
77340	78112	1
77600	78112	1
91860	78112	1
95190	78112	1
95560	78112	1
95000	78112	1
77400	78112	1
95870	78112	1
77330	78112	1
77130	78112	1
77170	78112	1
91760	78112	1
60950	78112	1
91930	78112	1
95680	78112	1
78530	78112	1
93400	78112	1
94110	78112	1
94160	78112	1
27540	78112	1
93340	78112	1
27570	78112	1
91510	78112	1
77710	78112	1
78990	78112	1
95110	78112	1
93210	78112	1
78130	78112	1
60240	78112	1
78000	78112	1
95210	78112	1
28320	78112	1
78670	78112	1
78240	78112	1
27630	78112	1
94390	78112	1
75004	78112	1
77135	78112	1
92210	78112	1
45210	78112	1
78400	78112	1
94000	78112	1
91270	78112	1
77131	78112	1
78330	78112	1
91730	78112	1
78920	78112	1
91610	78112	1
77880	78112	1
78930	78112	1
92400	78112	1
91800	78112	1
95290	78112	1
93160	78112	1
78112	78112	1
91240	78112	1
60149	78112	1
27420	78112	1
27000	78112	1
95420	78112	1
77000	78112	1
95450	78112	1
94880	78112	1
60260	78112	1
94170	78112	1
93230	78112	1
78850	78112	1
91380	78112	1
78440	78112	1
94270	78112	1
93450	78112	1
95660	78112	1
75014	78112	1
78320	78112	1
91450	78112	1
78680	78112	1
94350	78112	1
95300	78112	1
77810	78112	1
91630	78112	1
95280	78112	1
78460	78112	1
77186	78112	1
91520	78112	1
78630	78112	1
78100	78112	1
75006	78112	1
78550	78112	1
27780	78112	1
78540	78112	1
77118	78112	1
95530	78112	1
92200	78112	1
92260	78112	1
94400	78112	1
77177	78112	1
94480	78112	1
27530	92320	1
27510	92320	1
93270	92320	1
77123	92320	1
93290	92320	1
77480	92320	1
91690	92320	1
91000	92320	1
75003	92320	1
95490	92320	1
94100	92320	1
78125	92320	1
95620	92320	1
92410	92320	1
93380	92320	1
78800	92320	1
77133	92320	1
94140	92320	1
91570	92320	1
91490	92320	1
94370	92320	1
45170	92320	1
94290	92320	1
77300	92320	1
28170	92320	1
91720	92320	1
92340	92320	1
77127	92320	1
78390	92320	1
91750	92320	1
92320	92320	1
78280	92320	1
91560	92320	1
77500	92320	1
91130	92320	1
78270	92320	1
28230	92320	1
77590	92320	1
91870	92320	1
95170	92320	1
77184	92320	1
77430	92320	1
93600	92320	1
92800	92320	1
27240	92320	1
92170	92320	1
60110	92320	1
77139	92320	1
92360	92320	1
94190	92320	1
94550	92320	1
95750	92320	1
75116	92320	1
91440	92320	1
60300	92320	1
91780	92320	1
91740	92320	1
77610	92320	1
91080	92320	1
75019	92320	1
77290	92320	1
77220	92320	1
28120	92320	1
78150	92320	1
78230	92320	1
95570	92320	1
78370	92320	1
27220	92320	1
27710	92320	1
28260	92320	1
45310	92320	1
95580	92320	1
78740	92320	1
91700	92320	1
92380	92320	1
28700	92320	1
27180	92320	1
77540	92320	1
78510	92320	1
95690	92320	1
95250	92320	1
78430	92320	1
77690	92320	1
78180	92320	1
91910	92320	1
94800	92320	1
92310	92320	1
77350	92320	1
77141	92320	1
77154	92320	1
77115	92320	1
93220	92320	1
77950	92320	1
95330	92320	1
95230	92320	1
45400	92320	1
92150	92320	1
27770	92320	1
77630	92320	1
77620	92320	1
78650	92320	1
78980	92320	1
78140	92320	1
60730	92320	1
78600	92320	1
77930	92320	1
95600	92320	1
94210	92320	1
77230	92320	1
77910	92320	1
94450	92320	1
77390	92320	1
95240	92320	1
75005	92320	1
93350	92320	1
78610	92320	1
28380	92320	1
93120	92320	1
91120	92320	1
28800	92320	1
95120	92320	1
91180	92320	1
78111	92320	1
92140	92320	1
78340	92320	1
95130	92320	1
95720	92320	1
91210	92320	1
78910	92320	1
91070	92320	1
78711	92320	1
94520	92320	1
77164	92320	1
91770	92320	1
77850	92320	1
77760	92320	1
91790	92320	1
91220	92320	1
94250	92320	1
77660	92320	1
77178	92320	1
77185	92320	1
78220	92320	1
45680	92320	1
94460	92320	1
78955	92320	1
45760	92320	1
95710	92320	1
75011	92320	1
78830	92320	1
93360	92320	1
77163	92320	1
95610	92320	1
94430	92320	1
95500	92320	1
