FROM_ZIP_CODE	TO_ZIP_CODE	TRANSIT_TIME
95620	78450	1
92410	78450	1
93380	78450	1
78800	78450	1
77133	78450	1
94140	78450	1
91570	78450	1
91490	78450	1
94370	78450	1
45170	78450	1
94290	78450	1
77300	78450	1
28170	78450	1
91720	78450	1
92340	78450	1
77127	78450	1
78390	78450	1
91750	78450	1
92320	78450	1
78280	78450	1
91560	78450	1
77500	78450	1
91130	78450	1
78270	78450	1
28230	78450	1
77590	78450	1
91870	78450	1
95170	78450	1
77184	78450	1
77430	78450	1
93600	78450	1
92800	78450	1
27240	78450	1
92170	78450	1
60110	78450	1
77139	78450	1
92360	78450	1
94190	78450	1
94550	78450	1
95750	78450	1
75116	78450	1
91440	78450	1
60300	78450	1
91780	78450	1
91740	78450	1
77610	78450	1
91080	78450	1
75019	78450	1
77290	78450	1
77220	78450	1
28120	78450	1
78150	78450	1
78230	78450	1
95570	78450	1
78370	78450	1
27220	78450	1
27710	78450	1
28260	78450	1
45310	78450	1
95580	78450	1
78740	78450	1
91700	78450	1
92380	78450	1
28700	78450	1
27180	78450	1
77540	78450	1
78510	78450	1
95690	78450	1
95250	78450	1
78430	78450	1
77690	78450	1
78180	78450	1
91910	78450	1
94800	78450	1
92310	78450	1
77350	78450	1
77141	78450	1
77154	78450	1
77115	78450	1
93220	78450	1
77950	78450	1
95330	78450	1
95230	78450	1
45400	78450	1
92150	78450	1
27770	78450	1
77630	78450	1
77620	78450	1
78650	78450	1
78980	78450	1
78140	78450	1
60730	78450	1
78600	78450	1
77930	78450	1
95600	78450	1
94210	78450	1
77230	78450	1
77910	78450	1
94450	78450	1
77390	78450	1
95240	78450	1
75005	78450	1
93350	78450	1
78610	78450	1
28380	78450	1
93120	78450	1
91120	78450	1
28800	78450	1
95120	78450	1
91180	78450	1
78111	78450	1
92140	78450	1
78340	78450	1
95130	78450	1
95720	78450	1
91210	78450	1
78910	78450	1
91070	78450	1
78711	78450	1
94520	78450	1
77164	78450	1
91770	78450	1
77850	78450	1
77760	78450	1
91790	78450	1
91220	78450	1
94250	78450	1
77660	78450	1
77178	78450	1
77185	78450	1
78220	78450	1
45680	78450	1
94460	78450	1
78955	78450	1
45760	78450	1
95710	78450	1
75011	78450	1
78830	78450	1
93360	78450	1
77163	78450	1
95610	78450	1
94430	78450	1
95500	78450	1
94120	78450	1
94260	78450	1
78260	78450	1
94510	78450	1
92130	78450	1
77580	78450	1
91360	78450	1
93000	78450	1
93200	78450	1
91810	78450	1
94700	78450	1
45520	78450	1
93500	78450	1
91400	78450	1
91830	78450	1
77550	78450	1
95430	78450	1
92350	78450	1
95180	78450	1
94220	78450	1
92220	78450	1
28110	78450	1
95650	78450	1
93100	78450	1
92000	78450	1
93170	78450	1
77144	78450	1
91160	78450	1
91640	78450	1
92110	78450	1
77090	78450	1
77990	78450	1
93800	78450	1
78420	78450	1
78620	78450	1
95260	78450	1
77860	78450	1
28270	78450	1
75008	78450	1
94150	78450	1
95460	78450	1
95550	78450	1
95770	78450	1
78200	78450	1
27620	78450	1
93150	78450	1
94240	78450	1
77410	78450	1
95400	78450	1
95590	78450	1
77370	78450	1
95320	78450	1
78500	78450	1
45410	78450	1
78360	78450	1
60560	78450	1
91590	78450	1
89690	78450	1
91880	78450	1
28140	78450	1
91330	78450	1
92160	78450	1
75012	78450	1
95310	78450	1
93370	78450	1
95100	78450	1
78580	78450	1
95480	78450	1
92300	78450	1
93130	78450	1
93430	78450	1
93470	78450	1
93310	78450	1
93140	78450	1
78170	78450	1
77250	78450	1
60570	78450	1
91660	78450	1
78560	78450	1
78114	78450	1
77240	78450	1
78780	78450	1
78210	78450	1
60430	78450	1
95370	78450	1
28210	78450	1
27730	78450	1
77700	78450	1
91280	78450	1
93190	78450	1
60290	78450	1
75013	78450	1
78820	78450	1
28500	78450	1
92290	78450	1
91140	78450	1
95880	78450	1
92190	78450	1
27810	78450	1
78190	78450	1
28000	78450	1
77210	78450	1
92390	78450	1
45700	78450	1
77520	78450	1
77570	78450	1
93700	78450	1
95700	78450	1
94310	78450	1
60128	78450	1
77100	78450	1
78450	78450	1
60810	78450	1
77126	78450	1
77970	78450	1
60870	78450	1
27600	78450	1
78950	78450	1
91170	78450	1
77183	78450	1
77174	78450	1
77940	78450	1
78790	78450	1
91290	78450	1
78120	78450	1
77280	78450	1
91650	78450	1
91550	78450	1
95670	78450	1
91840	78450	1
77150	78450	1
28300	78450	1
75018	78450	1
95810	78450	1
27120	78450	1
91260	78450	1
75017	78450	1
77440	78450	1
92420	78450	1
91350	78450	1
77670	78450	1
78290	78450	1
27640	78450	1
93330	78450	1
77470	78450	1
94340	78450	1
93320	78450	1
92430	78450	1
77122	78450	1
91680	78450	1
77380	78450	1
95540	78450	1
94440	78450	1
28310	78450	1
92120	78450	1
78470	78450	1
77148	78450	1
95510	78450	1
92600	78450	1
60500	78450	1
92700	78450	1
95440	78450	1
28150	78450	1
91480	78450	1
94230	78450	1
77450	78450	1
78350	78450	1
27430	78450	1
78121	78450	1
28410	78450	1
78700	78450	1
95520	78450	1
95160	78450	1
95390	78450	1
91150	78450	1
27650	78450	1
60580	78450	1
28190	78450	1
77680	78450	1
77111	78450	1
95760	78450	1
93110	78450	1
77870	78450	1
77260	78450	1
95800	78450	1
91250	78450	1
78690	78450	1
45380	78450	1
27950	78450	1
92240	78450	1
93440	78450	1
95350	78450	1
27320	78450	1
27100	78450	1
27920	78450	1
78250	78450	1
75020	78450	1
93300	78450	1
95380	78450	1
75002	78450	1
78640	78450	1
94410	78450	1
60530	78450	1
78750	78450	1
94420	78450	1
77310	78450	1
75001	78450	1
60100	78450	1
77124	78450	1
95340	78450	1
77920	78450	1
77270	78450	1
95220	78450	1
93260	78450	1
78960	78450	1
91090	78450	1
75016	78450	1
92250	78450	1
94200	78450	1
91370	78450	1
93420	78450	1
27750	78450	1
45480	78450	1
27870	78450	1
95200	78450	1
77820	78450	1
77360	78450	1
60330	78450	1
91580	78450	1
78840	78450	1
95830	78450	1
78860	78450	1
91460	78450	1
27940	78450	1
78126	78450	1
78870	78450	1
91340	78450	1
78300	78450	1
91310	78450	1
77140	78450	1
91300	78450	1
77165	78450	1
92330	78450	1
77173	78450	1
94600	78450	1
75007	78450	1
28350	78450	1
78113	78450	1
78730	78450	1
60160	78450	1
95140	78450	1
60230	78450	1
60540	78450	1
77166	78450	1
77167	78450	1
78660	78450	1
95630	78450	1
78890	78450	1
94320	78450	1
91850	78450	1
95270	78450	1
45330	78450	1
91890	78450	1
78117	78450	1
77515	78450	1
28130	78450	1
91600	78450	1
45140	78450	1
94490	78450	1
77780	78450	1
94380	78450	1
94300	78450	1
78770	78450	1
60520	78450	1
27930	78450	1
28600	78450	1
60175	78450	1
93410	78450	1
78810	78450	1
77420	78450	1
93460	78450	1
78720	78450	1
94130	78450	1
78310	78450	1
92100	78450	1
91670	78450	1
28100	78450	1
60119	78450	1
77640	78450	1
78970	78450	1
92230	78450	1
77720	78450	1
77181	78450	1
78160	78450	1
78710	78450	1
91530	78450	1
91230	78450	1
78760	78450	1
95640	78450	1
60790	78450	1
91410	78450	1
28360	78450	1
78590	78450	1
92270	78450	1
77460	78450	1
94470	78450	1
78380	78450	1
91940	78450	1
45390	78450	1
95150	78450	1
78940	78450	1
95840	78450	1
92370	78450	1
78520	78450	1
91470	78450	1
93390	78450	1
95410	78450	1
91620	78450	1
77890	78450	1
91540	78450	1
91430	78450	1
60460	78450	1
45800	78450	1
92500	78450	1
95470	78450	1
95820	78450	1
78410	78450	1
78124	78450	1
93250	78450	1
91390	78450	1
91100	78450	1
60440	78450	1
60820	78450	1
77190	78450	1
27400	78450	1
93240	78450	1
94360	78450	1
91710	78450	1
77176	78450	1
91820	78450	1
95360	78450	1
95780	78450	1
75015	78450	1
60173	78450	1
45770	78450	1
94500	78450	1
28630	78450	1
78480	78450	1
95850	78450	1
91190	78450	1
77830	78450	1
77200	78450	1
28160	78450	1
91200	78450	1
78490	78450	1
91320	78450	1
27340	78450	1
78570	78450	1
27200	78450	1
60340	78450	1
27490	78450	1
60740	78450	1
78110	78450	1
95740	78450	1
75009	78450	1
91420	78450	1
77340	78450	1
77600	78450	1
91860	78450	1
95190	78450	1
95560	78450	1
95000	78450	1
77400	78450	1
95870	78450	1
77330	78450	1
77130	78450	1
77170	78450	1
91760	78450	1
60950	78450	1
91930	78450	1
95680	78450	1
78530	78450	1
93400	78450	1
94110	78450	1
94160	78450	1
27540	78450	1
93340	78450	1
27570	78450	1
91510	78450	1
77710	78450	1
78990	78450	1
95110	78450	1
93210	78450	1
78130	78450	1
60240	78450	1
78000	78450	1
95210	78450	1
28320	78450	1
78670	78450	1
78240	78450	1
27630	78450	1
94390	78450	1
75004	78450	1
77135	78450	1
92210	78450	1
45210	78450	1
78400	78450	1
94000	78450	1
91270	78450	1
77131	78450	1
78330	78450	1
91730	78450	1
78920	78450	1
91610	78450	1
77880	78450	1
78930	78450	1
92400	78450	1
91800	78450	1
95290	78450	1
93160	78450	1
78112	78450	1
91240	78450	1
60149	78450	1
27420	78450	1
27000	78450	1
95420	78450	1
77000	78450	1
95450	78450	1
94880	78450	1
60260	78450	1
94170	78450	1
93230	78450	1
78850	78450	1
91380	78450	1
78440	78450	1
94270	78450	1
93450	78450	1
95660	78450	1
75014	78450	1
78320	78450	1
91450	78450	1
78680	78450	1
94350	78450	1
95300	78450	1
77810	78450	1
91630	78450	1
95280	78450	1
78460	78450	1
77186	78450	1
91520	78450	1
78630	78450	1
78100	78450	1
75006	78450	1
78550	78450	1
27780	78450	1
78540	78450	1
77118	78450	1
95530	78450	1
92200	78450	1
92260	78450	1
94400	78450	1
77177	78450	1
94480	78450	1
27530	92330	1
27510	92330	1
93270	92330	1
77123	92330	1
93290	92330	1
77480	92330	1
91690	92330	1
91000	92330	1
75003	92330	1
95490	92330	1
94100	92330	1
78125	92330	1
95620	92330	1
92410	92330	1
93380	92330	1
78800	92330	1
77133	92330	1
94140	92330	1
91570	92330	1
91490	92330	1
94370	92330	1
45170	92330	1
94290	92330	1
77300	92330	1
28170	92330	1
91720	92330	1
92340	92330	1
77127	92330	1
78390	92330	1
91750	92330	1
92320	92330	1
78280	92330	1
91560	92330	1
77500	92330	1
91130	92330	1
78270	92330	1
28230	92330	1
77590	92330	1
91870	92330	1
95170	92330	1
77184	92330	1
77430	92330	1
93600	92330	1
92800	92330	1
27240	92330	1
92170	92330	1
60110	92330	1
77139	92330	1
92360	92330	1
94190	92330	1
94550	92330	1
95750	92330	1
75116	92330	1
91440	92330	1
60300	92330	1
91780	92330	1
91740	92330	1
77610	92330	1
91080	92330	1
75019	92330	1
77290	92330	1
77220	92330	1
28120	92330	1
78150	92330	1
78230	92330	1
95570	92330	1
78370	92330	1
27220	92330	1
27710	92330	1
28260	92330	1
45310	92330	1
95580	92330	1
78740	92330	1
91700	92330	1
92380	92330	1
28700	92330	1
27180	92330	1
77540	92330	1
78510	92330	1
95690	92330	1
95250	92330	1
78430	92330	1
77690	92330	1
78180	92330	1
91910	92330	1
94800	92330	1
92310	92330	1
77350	92330	1
77141	92330	1
77154	92330	1
77115	92330	1
93220	92330	1
77950	92330	1
95330	92330	1
95230	92330	1
45400	92330	1
92150	92330	1
27770	92330	1
77630	92330	1
77620	92330	1
78650	92330	1
78980	92330	1
78140	92330	1
60730	92330	1
78600	92330	1
77930	92330	1
95600	92330	1
94210	92330	1
77230	92330	1
77910	92330	1
94450	92330	1
77390	92330	1
95240	92330	1
75005	92330	1
93350	92330	1
78610	92330	1
28380	92330	1
93120	92330	1
91120	92330	1
28800	92330	1
95120	92330	1
91180	92330	1
78111	92330	1
92140	92330	1
78340	92330	1
95130	92330	1
95720	92330	1
91210	92330	1
78910	92330	1
91070	92330	1
78711	92330	1
94520	92330	1
77164	92330	1
91770	92330	1
77850	92330	1
77760	92330	1
91790	92330	1
91220	92330	1
94250	92330	1
77660	92330	1
77178	92330	1
77185	92330	1
78220	92330	1
45680	92330	1
94460	92330	1
78955	92330	1
45760	92330	1
95710	92330	1
75011	92330	1
78830	92330	1
93360	92330	1
77163	92330	1
95610	92330	1
94430	92330	1
95500	92330	1
94120	92330	1
94260	92330	1
78260	92330	1
94510	92330	1
92130	92330	1
77580	92330	1
91360	92330	1
93000	92330	1
93200	92330	1
91810	92330	1
94700	92330	1
45520	92330	1
93500	92330	1
91400	92330	1
91830	92330	1
77550	92330	1
95430	92330	1
92350	92330	1
95180	92330	1
94220	92330	1
92220	92330	1
28110	92330	1
95650	92330	1
93100	92330	1
92000	92330	1
93170	92330	1
77144	92330	1
91160	92330	1
91640	92330	1
92110	92330	1
77090	92330	1
77990	92330	1
93800	92330	1
78420	92330	1
78620	92330	1
95260	92330	1
77860	92330	1
28270	92330	1
75008	92330	1
94150	92330	1
95460	92330	1
95550	92330	1
95770	92330	1
78200	92330	1
27620	92330	1
93150	92330	1
94240	92330	1
77410	92330	1
95400	92330	1
95590	92330	1
77370	92330	1
95320	92330	1
78500	92330	1
45410	92330	1
78360	92330	1
60560	92330	1
91590	92330	1
89690	92330	1
91880	92330	1
28140	92330	1
91330	92330	1
92160	92330	1
75012	92330	1
95310	92330	1
93370	92330	1
95100	92330	1
78580	92330	1
95480	92330	1
92300	92330	1
93130	92330	1
93430	92330	1
93470	92330	1
93310	92330	1
93140	92330	1
78170	92330	1
77250	92330	1
60570	92330	1
91660	92330	1
78560	92330	1
78114	92330	1
77240	92330	1
78780	92330	1
78210	92330	1
60430	92330	1
95370	92330	1
28210	92330	1
27730	92330	1
77700	92330	1
91280	92330	1
93190	92330	1
60290	92330	1
75013	92330	1
78820	92330	1
28500	92330	1
92290	92330	1
91140	92330	1
95880	92330	1
92190	92330	1
27810	92330	1
78190	92330	1
28000	92330	1
77210	92330	1
92390	92330	1
45700	92330	1
77520	92330	1
77570	92330	1
93700	92330	1
95700	92330	1
94310	92330	1
60128	92330	1
77100	92330	1
78450	92330	1
60810	92330	1
77126	92330	1
77970	92330	1
60870	92330	1
27600	92330	1
78950	92330	1
91170	92330	1
77183	92330	1
77174	92330	1
77940	92330	1
78790	92330	1
91290	92330	1
78120	92330	1
77280	92330	1
91650	92330	1
91550	92330	1
95670	92330	1
91840	92330	1
77150	92330	1
28300	92330	1
75018	92330	1
95810	92330	1
27120	92330	1
91260	92330	1
75017	92330	1
77440	92330	1
92420	92330	1
91350	92330	1
77670	92330	1
78290	92330	1
27640	92330	1
93330	92330	1
77470	92330	1
94340	92330	1
93320	92330	1
92430	92330	1
77122	92330	1
91680	92330	1
77380	92330	1
95540	92330	1
94440	92330	1
28310	92330	1
92120	92330	1
78470	92330	1
77148	92330	1
95510	92330	1
92600	92330	1
60500	92330	1
92700	92330	1
95440	92330	1
28150	92330	1
91480	92330	1
94230	92330	1
77450	92330	1
78350	92330	1
27430	92330	1
78121	92330	1
28410	92330	1
78700	92330	1
95520	92330	1
95160	92330	1
95390	92330	1
91150	92330	1
27650	92330	1
60580	92330	1
28190	92330	1
77680	92330	1
77111	92330	1
95760	92330	1
93110	92330	1
77870	92330	1
77260	92330	1
95800	92330	1
91250	92330	1
78690	92330	1
45380	92330	1
27950	92330	1
92240	92330	1
93440	92330	1
95350	92330	1
27320	92330	1
27100	92330	1
27920	92330	1
78250	92330	1
75020	92330	1
93300	92330	1
95380	92330	1
75002	92330	1
78640	92330	1
94410	92330	1
60530	92330	1
78750	92330	1
94420	92330	1
77310	92330	1
75001	92330	1
60100	92330	1
77124	92330	1
95340	92330	1
77920	92330	1
77270	92330	1
95220	92330	1
93260	92330	1
78960	92330	1
91090	92330	1
75016	92330	1
92250	92330	1
94200	92330	1
91370	92330	1
93420	92330	1
27750	92330	1
45480	92330	1
27870	92330	1
95200	92330	1
77820	92330	1
77360	92330	1
60330	92330	1
91580	92330	1
78840	92330	1
95830	92330	1
78860	92330	1
91460	92330	1
27940	92330	1
78126	92330	1
78870	92330	1
91340	92330	1
78300	92330	1
91310	92330	1
77140	92330	1
91300	92330	1
77165	92330	1
92330	92330	1
77173	92330	1
94600	92330	1
75007	92330	1
28350	92330	1
78113	92330	1
78730	92330	1
60160	92330	1
95140	92330	1
60230	92330	1
60540	92330	1
77166	92330	1
77167	92330	1
78660	92330	1
95630	92330	1
78890	92330	1
94320	92330	1
91850	92330	1
95270	92330	1
45330	92330	1
91890	92330	1
78117	92330	1
77515	92330	1
28130	92330	1
91600	92330	1
45140	92330	1
94490	92330	1
77780	92330	1
94380	92330	1
94300	92330	1
78770	92330	1
60520	92330	1
27930	92330	1
28600	92330	1
60175	92330	1
93410	92330	1
78810	92330	1
77420	92330	1
93460	92330	1
78720	92330	1
94130	92330	1
78310	92330	1
92100	92330	1
91670	92330	1
28100	92330	1
60119	92330	1
77640	92330	1
78970	92330	1
92230	92330	1
77720	92330	1
77181	92330	1
78160	92330	1
78710	92330	1
91530	92330	1
91230	92330	1
78760	92330	1
95640	92330	1
60790	92330	1
91410	92330	1
28360	92330	1
78590	92330	1
92270	92330	1
77460	92330	1
94470	92330	1
78380	92330	1
91940	92330	1
45390	92330	1
95150	92330	1
78940	92330	1
95840	92330	1
92370	92330	1
78520	92330	1
91470	92330	1
93390	92330	1
95410	92330	1
91620	92330	1
77890	92330	1
91540	92330	1
91430	92330	1
60460	92330	1
45800	92330	1
92500	92330	1
95470	92330	1
95820	92330	1
78410	92330	1
78124	92330	1
93250	92330	1
91390	92330	1
91100	92330	1
60440	92330	1
60820	92330	1
77190	92330	1
27400	92330	1
93240	92330	1
94360	92330	1
91710	92330	1
77176	92330	1
91820	92330	1
95360	92330	1
95780	92330	1
75015	92330	1
60173	92330	1
45770	92330	1
